Department,Year,Semester,CGPA,Attendance,Club,CareerGoal,Hosteller,Scholarship
CS,3,6,6.76,98,Coding Club,Data Scientist,No,SC
IT,4,8,5.87,90,Coding Club,Robotics Engineer,No,ST
CE,2,4,5.57,69,Music Club,Research Scientist,No,Merit
AI/ML,3,5,9.46,78,Photography Club,Software Engineer,No,ST
RE,2,4,6.14,67,NCC,Software Engineer,Yes,SC
RE,2,3,7.59,78,Drama Club,Robotics Engineer,No,EWS
CE,2,4,6.95,89,Coding Club,Pilot,Yes,Merit
AE,1,2,9.16,78,Robotics Club,Pilot,Yes,SC
RE,4,8,9.21,80,Robotics Club,Data Scientist,No,EWS
CT,3,5,8.74,88,Drama Club,Robotics Engineer,Yes,OBC
RE,1,2,6.62,90,Sports Club,AI Engineer,No,EWS
ETC,2,4,8.73,88,Drama Club,Data Scientist,Yes,
DS,1,2,6.79,89,Photography Club,Data Scientist,Yes,ST
ETC,3,6,7.51,67,Photography Club,AI Engineer,No,Merit
CE,3,6,5.79,65,NCC,Entrepreneur,Yes,Merit
ME,4,7,6.65,61,NCC,Entrepreneur,No,Merit
EC,2,3,6.64,73,Music Club,AI Engineer,No,OBC
CE,2,4,9.65,84,NSS,AI Engineer,Yes,Merit
DS,2,3,5.66,84,Photography Club,Entrepreneur,No,OBC
DS,1,1,8.5,63,Photography Club,Professor,No,EWS
AI/ML,4,8,6.84,80,Robotics Club,Data Scientist,Yes,EWS
RE,3,6,9.6,74,Sports Club,Robotics Engineer,Yes,SC
AE,3,6,9.44,62,Coding Club,Robotics Engineer,Yes,
IIOT,2,3,8.2,64,Coding Club,Software Engineer,No,OBC
AE,3,6,7.47,68,Photography Club,AI Engineer,No,
EC,4,8,7.61,86,Sports Club,Professor,Yes,SC
CT,3,5,6.87,75,Sports Club,Software Engineer,Yes,
IT,4,8,6.7,63,Photography Club,AI Engineer,No,ST
CE,3,6,7.84,87,Sports Club,Software Engineer,No,Merit
CS,3,6,6.49,80,NSS,Data Scientist,Yes,Merit
DS,1,1,5.63,79,Robotics Club,Pilot,No,SC
IT,4,8,9.79,67,Music Club,Data Scientist,No,EWS
EE,3,5,5.87,78,Robotics Club,AI Engineer,No,EWS
ME,2,4,7.67,74,Robotics Club,Robotics Engineer,Yes,SC
AI/ML,3,6,6.76,92,Music Club,Data Scientist,Yes,
CS,1,1,7.17,86,Music Club,Entrepreneur,Yes,
DS,4,7,8.87,73,NCC,Research Scientist,No,EWS
CE,4,7,8.58,86,Coding Club,Research Scientist,No,EWS
IIOT,1,2,8.82,100,Photography Club,Pilot,Yes,SC
ME,2,3,7.72,72,NSS,AI Engineer,Yes,Merit
RE,2,4,6.97,68,Drama Club,Data Scientist,No,
EC,1,2,6.67,63,Robotics Club,Software Engineer,No,
EC,2,3,9.3,89,Music Club,Robotics Engineer,Yes,Merit
AE,3,6,8.31,98,Drama Club,Entrepreneur,No,ST
ME,3,6,7.96,85,Sports Club,Research Scientist,No,
ETC,1,2,8.81,97,Drama Club,AI Engineer,No,ST
CE,2,3,7.04,63,NCC,Data Scientist,Yes,Merit
IIOT,3,5,8.25,73,NSS,Entrepreneur,No,Merit
ETC,4,8,7.55,64,NCC,Robotics Engineer,No,ST
IIOT,4,7,5.68,89,Photography Club,Pilot,Yes,SC
CT,3,6,7.59,72,Coding Club,Data Scientist,No,Merit
CT,1,1,9.85,96,Robotics Club,Professor,No,SC
AI/ML,3,5,5.9,96,NCC,Robotics Engineer,No,
EC,1,2,9.5,75,NCC,Research Scientist,No,OBC
EC,2,4,5.6,100,NCC,Research Scientist,Yes,OBC
IIOT,1,1,9.04,90,Music Club,Data Scientist,Yes,EWS
DS,3,5,6.34,60,Photography Club,Professor,No,EWS
IIOT,4,7,9.86,64,Photography Club,Pilot,Yes,SC
ETC,4,7,5.85,71,NCC,Software Engineer,Yes,
EE,4,8,9.28,67,NSS,AI Engineer,Yes,SC
AI/ML,2,3,6.16,88,Coding Club,Professor,Yes,EWS
CT,3,6,7.43,92,NCC,Professor,No,
AI/ML,2,4,6.36,81,Coding Club,Data Scientist,Yes,EWS
ETC,4,8,7.66,91,Photography Club,Data Scientist,Yes,Merit
CS,1,2,7.95,76,Photography Club,Pilot,Yes,OBC
RE,2,4,9.71,96,Music Club,Robotics Engineer,Yes,OBC
IT,3,5,9.42,66,Sports Club,Robotics Engineer,No,
EE,1,2,9.84,82,NCC,Robotics Engineer,No,SC
CS,3,5,7.35,90,Robotics Club,Research Scientist,Yes,
CE,1,2,8.42,99,Coding Club,Pilot,Yes,OBC
DS,2,4,7.87,98,NSS,Entrepreneur,Yes,OBC
ME,3,5,9.33,94,Photography Club,Entrepreneur,Yes,OBC
ME,1,1,5.87,76,Music Club,Entrepreneur,Yes,ST
CT,2,3,5.94,67,Music Club,Software Engineer,Yes,EWS
EC,4,8,8.21,78,NSS,Software Engineer,No,ST
IIOT,3,6,5.95,81,Music Club,AI Engineer,Yes,ST
IIOT,3,5,7.63,77,Photography Club,Robotics Engineer,No,OBC
IIOT,2,4,9.14,90,Photography Club,Robotics Engineer,Yes,Merit
CS,1,1,8.25,98,Sports Club,Robotics Engineer,No,Merit
ETC,3,5,9.84,82,Drama Club,AI Engineer,No,EWS
EC,1,1,7.3,85,Photography Club,Professor,No,EWS
CS,2,3,7.18,70,Drama Club,Entrepreneur,No,
IIOT,4,7,8.06,93,NSS,Professor,Yes,
EC,2,4,8.37,68,Music Club,Robotics Engineer,No,EWS
CS,4,8,7.21,90,Coding Club,Professor,No,EWS
ME,2,4,7.09,92,NSS,Research Scientist,Yes,
DS,4,7,6.24,85,NCC,AI Engineer,No,EWS
AI/ML,4,8,5.65,73,Music Club,Robotics Engineer,No,
RE,4,7,9.8,82,Photography Club,Professor,No,
EC,3,5,7.91,77,NSS,Research Scientist,Yes,
EC,1,2,7.14,66,Coding Club,Pilot,No,OBC
CS,3,5,7.45,64,Robotics Club,AI Engineer,No,Merit
DS,4,7,6.02,77,Sports Club,Professor,Yes,EWS
IIOT,1,1,7.27,60,NSS,Entrepreneur,No,EWS
CS,4,8,8.79,70,Drama Club,Pilot,Yes,EWS
EE,1,1,6.6,95,Music Club,AI Engineer,Yes,SC
DS,4,7,8.77,70,Sports Club,Data Scientist,No,Merit
ME,1,1,6.04,93,NSS,Data Scientist,No,SC
IT,3,6,8.18,90,Music Club,Entrepreneur,No,OBC
RE,4,8,8.22,62,NCC,Pilot,No,OBC
EC,3,5,8.73,81,Robotics Club,Pilot,Yes,EWS
ME,3,5,6.75,88,NCC,Entrepreneur,Yes,OBC
RE,3,6,6.33,75,Photography Club,Pilot,Yes,
ME,4,7,9.26,75,Photography Club,AI Engineer,No,SC
ME,2,4,9.66,94,Coding Club,Entrepreneur,No,
CE,2,3,9.62,70,NSS,Professor,Yes,EWS
IIOT,2,4,8.76,74,Drama Club,Robotics Engineer,No,
EE,3,6,6.91,83,Robotics Club,Data Scientist,Yes,OBC
ME,2,4,9.66,68,Drama Club,Data Scientist,Yes,EWS
RE,3,6,7.17,88,Drama Club,Pilot,Yes,SC
DS,3,5,6.68,73,Music Club,Research Scientist,No,ST
EE,1,2,5.89,98,Photography Club,Robotics Engineer,No,SC
IT,2,4,8.09,77,Robotics Club,Professor,Yes,SC
DS,3,6,7.51,67,NSS,Research Scientist,Yes,
EC,4,8,8.48,82,NSS,Software Engineer,No,EWS
CS,2,3,6.99,81,NCC,Data Scientist,No,SC
AE,1,1,6.34,96,NCC,Software Engineer,No,SC
ETC,3,5,8.2,65,Drama Club,Data Scientist,No,
ME,4,8,8.27,81,NCC,Robotics Engineer,No,SC
EE,4,8,6.39,74,Photography Club,Data Scientist,No,SC
EC,2,3,9.64,69,Photography Club,Data Scientist,No,
CS,2,4,9.42,99,Drama Club,Research Scientist,Yes,OBC
EE,1,1,6.46,60,Coding Club,Data Scientist,Yes,
DS,4,7,6.26,79,NSS,Entrepreneur,No,OBC
RE,1,2,5.77,83,Music Club,Professor,No,EWS
IT,3,5,6.5,69,Robotics Club,Entrepreneur,No,EWS
EE,3,6,6.09,60,NSS,Data Scientist,No,
EC,3,5,5.68,78,Sports Club,Data Scientist,No,ST
ETC,3,6,7.31,80,Robotics Club,Software Engineer,No,OBC
EC,4,7,9.5,84,NCC,Entrepreneur,No,SC
RE,1,1,8.44,74,Sports Club,Pilot,No,EWS
CS,4,7,6.53,83,NSS,Robotics Engineer,Yes,OBC
AE,4,8,8.92,72,NCC,Research Scientist,No,
EC,1,2,9.06,67,Drama Club,Entrepreneur,No,ST
CT,2,4,7.41,63,Robotics Club,Research Scientist,No,ST
RE,4,7,6.53,62,NSS,AI Engineer,No,EWS
EC,1,1,6.95,64,Coding Club,Professor,Yes,Merit
CE,3,5,9.04,88,Sports Club,Entrepreneur,No,EWS
CS,4,7,7.32,88,Coding Club,Software Engineer,Yes,ST
CE,2,3,9.69,100,Sports Club,Research Scientist,Yes,ST
RE,4,7,5.53,81,NSS,Robotics Engineer,Yes,OBC
IIOT,2,4,8.55,79,NSS,AI Engineer,No,
IIOT,2,3,9.7,65,Music Club,Robotics Engineer,Yes,ST
ME,2,3,8.65,69,Sports Club,AI Engineer,No,
DS,2,4,7.7,90,Music Club,Pilot,No,SC
AE,1,2,9.1,78,Coding Club,Data Scientist,No,Merit
EC,4,7,7.43,68,Drama Club,Professor,Yes,SC
CE,3,5,9.17,70,Music Club,Professor,No,EWS
ME,4,7,9.32,92,NSS,Data Scientist,No,
AE,4,7,7.47,75,Sports Club,Data Scientist,Yes,SC
CE,3,5,8.65,64,Photography Club,Professor,Yes,OBC
CE,1,2,8.78,78,Music Club,Research Scientist,Yes,Merit
EE,1,1,7.93,96,Photography Club,Pilot,Yes,Merit
CS,3,5,5.8,74,Robotics Club,Software Engineer,Yes,OBC
AE,2,4,6.37,90,Music Club,Professor,No,ST
IIOT,1,1,5.54,72,NSS,AI Engineer,No,EWS
IT,2,4,9.24,60,Photography Club,Entrepreneur,Yes,
AI/ML,3,6,7.65,60,Photography Club,Research Scientist,Yes,OBC
ME,3,6,8.87,85,NCC,Data Scientist,Yes,
ETC,4,7,8.77,65,Music Club,Research Scientist,Yes,ST
CS,4,7,8.33,95,NCC,Software Engineer,No,ST
CT,3,6,6.43,67,Coding Club,Professor,Yes,
CE,4,7,9.79,94,Sports Club,Software Engineer,Yes,SC
IIOT,3,5,7.02,65,Sports Club,Robotics Engineer,Yes,Merit
AI/ML,2,4,8.54,87,NSS,Professor,Yes,Merit
ETC,3,6,5.79,77,NSS,Pilot,No,EWS
CE,2,4,8.27,89,Robotics Club,AI Engineer,Yes,
AI/ML,4,8,6.82,63,Sports Club,Entrepreneur,Yes,Merit
IT,1,1,8.58,86,Drama Club,Data Scientist,Yes,SC
ETC,1,1,7.67,78,Music Club,Entrepreneur,No,Merit
RE,4,8,6.53,71,Coding Club,Pilot,No,SC
CE,2,3,9.71,63,NCC,Pilot,Yes,EWS
ME,1,1,9.89,62,NCC,Research Scientist,No,OBC
AE,2,3,8.72,63,NCC,Professor,No,ST
IIOT,2,4,5.75,60,Photography Club,AI Engineer,Yes,
AI/ML,1,1,8.44,61,Music Club,Research Scientist,Yes,OBC
EE,4,7,9.16,87,Music Club,Software Engineer,Yes,EWS
CT,3,6,8.95,79,Music Club,Data Scientist,Yes,OBC
IIOT,4,8,8.05,99,NSS,AI Engineer,Yes,OBC
RE,2,3,6.75,76,Drama Club,AI Engineer,No,Merit
EC,4,8,9.46,86,Photography Club,Research Scientist,Yes,SC
RE,2,4,7.88,94,Sports Club,Entrepreneur,Yes,EWS
CS,3,6,8.97,85,Music Club,Pilot,Yes,OBC
AI/ML,2,4,9.0,62,Robotics Club,Software Engineer,Yes,
IT,4,8,6.17,65,Sports Club,Pilot,Yes,EWS
AE,1,2,8.2,96,Sports Club,Software Engineer,Yes,ST
RE,2,4,8.91,75,Robotics Club,Data Scientist,No,OBC
RE,1,2,7.77,60,NCC,Professor,No,OBC
IT,3,5,9.58,82,Coding Club,Entrepreneur,Yes,ST
EC,3,6,6.27,68,NSS,Data Scientist,No,OBC
AI/ML,3,6,9.25,69,Robotics Club,Pilot,No,OBC
AI/ML,2,4,7.71,89,NCC,Software Engineer,No,
IIOT,2,3,9.22,63,Drama Club,Entrepreneur,Yes,OBC
RE,2,3,9.1,63,Sports Club,Pilot,No,ST
IT,4,8,8.48,64,Photography Club,Research Scientist,No,OBC
ETC,1,1,6.47,60,Coding Club,Data Scientist,No,ST
AE,1,2,7.98,71,Music Club,Entrepreneur,Yes,OBC
IT,4,8,7.38,65,Music Club,Robotics Engineer,No,SC
AI/ML,4,8,8.98,79,Coding Club,AI Engineer,No,ST
DS,3,6,9.67,72,Coding Club,Professor,No,EWS
EE,1,2,8.55,80,NSS,Research Scientist,No,OBC
RE,4,8,7.84,64,NCC,Pilot,No,OBC
AI/ML,2,3,9.62,93,NSS,Pilot,Yes,SC
DS,4,8,8.25,92,Sports Club,AI Engineer,Yes,ST
AE,2,4,9.7,61,Photography Club,Software Engineer,Yes,ST
CE,3,5,7.84,70,Music Club,AI Engineer,No,OBC
RE,2,4,7.38,68,Photography Club,Research Scientist,No,
CE,1,2,8.33,89,Sports Club,Software Engineer,No,EWS
CT,3,5,8.5,85,Photography Club,Data Scientist,No,
CE,2,4,6.58,82,Photography Club,Entrepreneur,No,OBC
EC,3,6,5.85,66,Coding Club,Software Engineer,No,OBC
ETC,1,1,8.63,88,NCC,Software Engineer,No,SC
CS,1,2,9.43,72,Sports Club,AI Engineer,Yes,EWS
IT,3,6,9.86,72,Sports Club,Robotics Engineer,No,
DS,2,4,8.78,73,Music Club,Software Engineer,No,ST
CS,3,5,8.21,66,NCC,AI Engineer,Yes,
AE,1,1,7.39,86,NSS,Research Scientist,Yes,OBC
AE,4,8,7.32,98,Music Club,Software Engineer,No,ST
CS,1,2,7.48,90,Music Club,Data Scientist,No,Merit
EC,3,6,9.46,93,NCC,AI Engineer,Yes,
CT,4,7,6.79,69,Music Club,Robotics Engineer,No,ST
CE,4,8,8.68,70,NSS,Professor,Yes,SC
IIOT,4,7,8.2,87,Photography Club,Professor,Yes,
RE,3,6,9.05,71,NCC,Pilot,Yes,EWS
DS,2,3,9.82,76,Drama Club,Robotics Engineer,Yes,EWS
EC,4,7,7.18,64,NSS,Robotics Engineer,Yes,Merit
ME,3,6,6.88,71,Photography Club,Entrepreneur,No,OBC
AI/ML,2,3,7.33,71,NSS,Data Scientist,No,
CE,2,4,6.12,100,Music Club,Professor,Yes,OBC
AE,3,6,8.68,67,Sports Club,Software Engineer,Yes,SC
ETC,4,8,8.32,96,Photography Club,Pilot,Yes,OBC
ETC,2,4,9.48,92,NCC,Data Scientist,Yes,SC
ETC,1,1,8.9,68,Sports Club,AI Engineer,Yes,EWS
IT,3,6,8.88,80,Photography Club,Entrepreneur,No,OBC
EE,3,5,5.85,94,Coding Club,AI Engineer,No,EWS
EE,4,7,9.77,65,Photography Club,Entrepreneur,No,Merit
RE,2,3,9.71,65,NSS,AI Engineer,Yes,
CS,1,1,6.53,69,Coding Club,Software Engineer,Yes,Merit
ME,3,5,9.34,68,Sports Club,Data Scientist,No,OBC
CS,2,4,6.83,61,Photography Club,Software Engineer,Yes,Merit
CT,2,3,7.74,87,Photography Club,Data Scientist,Yes,EWS
CS,3,6,7.78,93,Coding Club,Professor,Yes,ST
IT,1,1,9.55,84,Sports Club,AI Engineer,Yes,ST
CT,4,7,7.11,75,Robotics Club,Professor,Yes,Merit
CS,3,5,5.63,62,Music Club,Software Engineer,No,ST
EE,1,1,5.67,77,NSS,Entrepreneur,Yes,
EC,3,5,5.76,83,Coding Club,Data Scientist,No,SC
CT,3,5,9.31,89,NCC,Pilot,Yes,EWS
CE,3,5,7.47,92,Coding Club,Software Engineer,No,EWS
DS,3,5,9.08,96,Music Club,AI Engineer,No,EWS
RE,2,4,6.81,97,Drama Club,Pilot,No,EWS
IIOT,1,1,9.47,87,Coding Club,Professor,Yes,Merit
ETC,4,7,7.72,87,Music Club,Data Scientist,No,ST
RE,2,4,7.64,80,NCC,AI Engineer,No,Merit
CE,3,6,9.31,61,Coding Club,Professor,Yes,OBC
ETC,4,8,6.06,75,Sports Club,AI Engineer,No,EWS
DS,3,5,7.24,78,NCC,AI Engineer,Yes,EWS
ETC,1,2,8.7,97,Robotics Club,Entrepreneur,No,OBC
AI/ML,4,8,7.17,68,Photography Club,Software Engineer,Yes,SC
AI/ML,3,5,8.38,61,Drama Club,AI Engineer,Yes,OBC
AE,3,6,8.39,60,Robotics Club,Software Engineer,No,Merit
EC,3,6,8.06,84,Drama Club,Robotics Engineer,No,SC
RE,1,1,9.79,69,NCC,Entrepreneur,Yes,ST
ME,2,3,5.89,60,NSS,AI Engineer,Yes,SC
EC,1,1,7.86,60,Sports Club,Research Scientist,Yes,OBC
ETC,1,2,9.33,96,NSS,Software Engineer,Yes,ST
AE,4,7,7.34,89,NCC,Pilot,Yes,EWS
EE,2,4,9.83,72,NCC,Robotics Engineer,No,Merit
AE,2,3,7.36,91,Sports Club,Pilot,No,ST
RE,2,3,8.12,74,Coding Club,Pilot,No,OBC
DS,3,6,8.48,84,Robotics Club,AI Engineer,No,EWS
ME,2,4,5.97,68,NCC,AI Engineer,Yes,OBC
AE,3,6,9.15,63,Drama Club,AI Engineer,No,OBC
DS,2,4,8.05,90,Drama Club,Research Scientist,Yes,ST
DS,1,1,8.99,64,Coding Club,Professor,No,OBC
AI/ML,3,6,7.38,65,Photography Club,AI Engineer,Yes,
ETC,1,2,6.46,96,Photography Club,Pilot,No,SC
IIOT,2,3,9.14,96,Drama Club,Data Scientist,No,ST
EC,4,8,5.62,85,Drama Club,AI Engineer,Yes,OBC
RE,2,3,6.64,97,NCC,Professor,No,Merit
DS,3,6,5.87,100,Robotics Club,Software Engineer,No,EWS
ETC,3,5,6.78,78,Robotics Club,AI Engineer,Yes,EWS
EE,1,2,8.99,97,Robotics Club,Research Scientist,No,OBC
ME,1,1,8.27,89,Photography Club,Robotics Engineer,No,EWS
CT,4,7,6.45,88,Photography Club,Pilot,No,Merit
ETC,1,1,9.05,77,Sports Club,Entrepreneur,No,ST
AE,2,3,6.89,94,Music Club,Software Engineer,No,
IIOT,2,4,6.05,93,Music Club,Pilot,No,ST
IIOT,4,8,9.65,60,Coding Club,Research Scientist,Yes,Merit
ME,4,8,8.88,73,Music Club,AI Engineer,No,
ETC,4,8,8.52,85,Drama Club,Entrepreneur,No,
CS,4,7,7.43,94,Photography Club,Entrepreneur,No,
AE,2,4,6.69,89,Drama Club,Robotics Engineer,Yes,Merit
IT,3,5,8.58,92,Coding Club,Research Scientist,Yes,Merit
RE,4,7,8.53,94,Drama Club,Robotics Engineer,No,ST
EE,1,2,9.1,88,Sports Club,Software Engineer,No,OBC
CE,2,3,7.27,100,Robotics Club,AI Engineer,Yes,ST
EE,2,4,8.58,60,Music Club,Research Scientist,Yes,ST
AE,2,3,6.4,90,Drama Club,Professor,No,ST
AI/ML,2,3,6.39,85,Coding Club,Pilot,Yes,ST
CE,4,8,8.82,75,Sports Club,Software Engineer,Yes,SC
CS,3,6,6.83,86,Sports Club,Software Engineer,Yes,OBC
CS,3,5,9.24,89,Music Club,AI Engineer,No,SC
RE,3,5,7.74,60,Photography Club,Data Scientist,Yes,SC
IIOT,3,5,8.4,62,NCC,Research Scientist,No,EWS
ETC,2,3,6.85,66,Photography Club,AI Engineer,No,
AI/ML,4,8,6.82,93,Robotics Club,Entrepreneur,Yes,ST
DS,2,3,9.19,90,Drama Club,Pilot,Yes,ST
CT,2,3,7.24,80,NSS,Research Scientist,Yes,Merit
AI/ML,3,6,9.63,69,Drama Club,AI Engineer,Yes,EWS
EE,4,8,6.95,71,Coding Club,Research Scientist,Yes,SC
RE,2,4,7.5,99,Sports Club,Pilot,Yes,EWS
ETC,4,8,8.02,87,NSS,Robotics Engineer,No,
AI/ML,1,2,6.31,95,Robotics Club,Robotics Engineer,No,OBC
CT,1,1,7.06,69,Coding Club,Software Engineer,Yes,OBC
CE,4,8,5.68,86,Drama Club,Software Engineer,No,Merit
AE,3,5,5.84,85,Drama Club,Robotics Engineer,Yes,Merit
RE,1,2,7.4,66,Sports Club,Pilot,Yes,Merit
CE,3,5,6.14,92,Photography Club,Entrepreneur,No,ST
CT,2,3,5.87,60,NCC,Data Scientist,No,EWS
CT,2,4,7.89,79,Music Club,Pilot,Yes,EWS
EE,3,6,6.78,90,NCC,Research Scientist,No,EWS
CS,3,6,7.78,100,Drama Club,Research Scientist,No,OBC
IT,1,2,6.19,94,Photography Club,Robotics Engineer,No,Merit
EE,1,1,7.2,91,NCC,Research Scientist,No,
RE,1,2,9.01,92,Photography Club,Professor,Yes,ST
CS,2,4,9.54,93,Sports Club,Professor,Yes,OBC
AE,3,6,6.33,73,NSS,Pilot,No,
IIOT,2,4,8.91,84,Music Club,Research Scientist,No,EWS
IT,4,8,8.5,65,Drama Club,Software Engineer,Yes,EWS
EC,1,2,7.97,70,Drama Club,Data Scientist,Yes,EWS
IT,3,5,7.19,96,Sports Club,Robotics Engineer,Yes,
CE,2,4,9.68,77,Music Club,Software Engineer,Yes,EWS
CE,2,3,6.51,83,Music Club,AI Engineer,No,SC
IIOT,4,7,7.58,61,Drama Club,AI Engineer,No,
CT,4,8,8.28,99,Robotics Club,Software Engineer,No,Merit
ME,4,8,7.75,75,Coding Club,Entrepreneur,No,ST
RE,2,3,7.66,88,Sports Club,Professor,No,ST
DS,2,3,6.71,94,NCC,Professor,Yes,
CE,3,6,5.76,71,Photography Club,Robotics Engineer,No,ST
CE,4,8,8.82,70,Sports Club,Software Engineer,No,
ME,2,4,6.77,95,Coding Club,Entrepreneur,No,SC
AI/ML,1,2,6.13,75,NSS,Professor,Yes,
EC,1,1,5.67,87,Photography Club,Robotics Engineer,No,SC
AI/ML,4,8,5.96,86,Sports Club,Software Engineer,Yes,Merit
AE,1,2,9.73,76,NCC,Robotics Engineer,No,
IIOT,1,2,9.34,82,NCC,Pilot,No,OBC
DS,4,8,5.89,62,Robotics Club,Professor,Yes,OBC
AE,2,3,5.98,97,NCC,AI Engineer,Yes,SC
EE,4,8,9.71,78,Sports Club,Entrepreneur,No,
RE,1,1,6.8,85,Robotics Club,Software Engineer,Yes,SC
AI/ML,4,7,7.93,60,Drama Club,Pilot,No,SC
CS,2,3,7.57,63,NSS,Pilot,No,EWS
AE,1,2,7.83,90,Coding Club,Entrepreneur,No,ST
CS,3,6,6.19,63,Sports Club,Robotics Engineer,No,SC
AE,3,6,8.69,83,Robotics Club,Entrepreneur,Yes,EWS
DS,1,1,6.41,78,Music Club,Robotics Engineer,Yes,
EC,4,8,9.81,62,Sports Club,Software Engineer,No,EWS
CS,3,6,7.48,79,Music Club,Data Scientist,No,EWS
EE,3,5,6.77,73,NCC,Entrepreneur,Yes,ST
CT,4,7,5.85,95,Music Club,Research Scientist,Yes,Merit
RE,2,4,5.73,71,Coding Club,Robotics Engineer,No,OBC
DS,2,4,9.52,70,NCC,Professor,No,ST
DS,4,7,6.69,91,NSS,Research Scientist,Yes,Merit
CT,2,4,7.27,97,Drama Club,Entrepreneur,No,Merit
CS,4,7,8.16,87,Sports Club,Research Scientist,Yes,
IT,3,5,8.49,76,NCC,Pilot,Yes,EWS
CE,1,2,5.95,67,NSS,Research Scientist,No,Merit
EE,3,5,6.86,60,Coding Club,AI Engineer,Yes,EWS
CT,1,1,5.58,85,Photography Club,AI Engineer,No,Merit
ETC,4,8,6.08,67,NCC,Software Engineer,Yes,ST
ME,4,8,5.71,98,Sports Club,Data Scientist,Yes,ST
RE,2,4,8.16,60,Coding Club,Data Scientist,Yes,EWS
EE,3,5,9.27,82,Music Club,Professor,No,OBC
AE,4,7,7.54,70,Drama Club,AI Engineer,Yes,Merit
AI/ML,2,4,9.73,80,Coding Club,Entrepreneur,Yes,ST
DS,3,5,8.97,65,Robotics Club,Data Scientist,Yes,SC
ME,2,4,8.33,95,Music Club,Entrepreneur,No,
CE,3,6,6.72,63,Drama Club,Robotics Engineer,No,
ME,1,2,7.97,61,Robotics Club,Software Engineer,No,Merit
ETC,4,7,8.63,93,Music Club,Pilot,No,Merit
AI/ML,2,4,6.6,61,Drama Club,Data Scientist,No,
AE,4,8,7.61,87,Coding Club,Research Scientist,No,EWS
AI/ML,1,2,8.3,92,Photography Club,Robotics Engineer,Yes,Merit
EC,4,8,5.82,85,NCC,Robotics Engineer,No,EWS
AI/ML,2,4,7.4,92,Coding Club,Professor,Yes,
CS,1,1,9.67,80,Photography Club,Data Scientist,No,Merit
AE,3,5,7.64,98,NCC,AI Engineer,Yes,Merit
IT,1,2,6.51,94,NSS,Software Engineer,Yes,EWS
AE,4,7,7.26,60,NSS,Professor,No,
DS,4,8,6.3,95,Music Club,Robotics Engineer,No,ST
ETC,2,4,6.49,66,Sports Club,Robotics Engineer,Yes,ST
AI/ML,4,8,5.56,99,Music Club,AI Engineer,No,ST
AE,4,8,9.48,66,Robotics Club,Data Scientist,No,Merit
CE,3,5,7.86,68,Robotics Club,Pilot,No,SC
DS,4,8,9.81,62,Music Club,Professor,No,SC
CT,1,1,5.52,81,Coding Club,Pilot,No,SC
DS,1,1,6.36,72,Music Club,AI Engineer,Yes,ST
CT,4,7,8.39,79,Robotics Club,Data Scientist,No,Merit
IT,1,2,5.96,81,Robotics Club,Software Engineer,Yes,
RE,4,8,6.43,83,NSS,Data Scientist,Yes,OBC
ME,3,5,5.51,84,Coding Club,Entrepreneur,No,Merit
CS,1,1,7.47,85,Drama Club,Pilot,No,OBC
AE,2,3,9.42,77,NSS,Software Engineer,Yes,EWS
AI/ML,2,3,9.57,94,Robotics Club,Entrepreneur,Yes,EWS
ETC,3,6,7.4,87,Drama Club,Software Engineer,Yes,Merit
CS,2,4,8.39,82,NCC,Data Scientist,Yes,SC
AE,2,4,7.97,72,Coding Club,AI Engineer,No,OBC
CE,1,2,5.57,92,Drama Club,Professor,Yes,EWS
RE,2,4,6.25,98,Drama Club,Software Engineer,No,
IIOT,3,5,8.81,92,Drama Club,Software Engineer,Yes,SC
RE,3,5,7.55,88,Sports Club,Research Scientist,No,SC
EC,3,6,9.25,64,Photography Club,Data Scientist,No,
ETC,4,8,6.0,86,Drama Club,Entrepreneur,No,
CE,1,2,6.87,88,NCC,AI Engineer,No,ST
EE,4,8,9.76,64,Coding Club,Research Scientist,Yes,
AI/ML,4,7,5.87,66,NCC,Software Engineer,Yes,ST
RE,4,8,5.72,78,Robotics Club,Entrepreneur,No,
RE,4,8,5.66,71,Music Club,AI Engineer,Yes,SC
EC,2,4,6.25,72,Drama Club,Research Scientist,No,OBC
EE,1,1,9.08,74,Music Club,Professor,Yes,SC
EE,1,2,6.6,84,Robotics Club,Software Engineer,No,
EC,3,5,9.56,63,Coding Club,Research Scientist,No,OBC
RE,2,3,6.39,61,NSS,Entrepreneur,Yes,
IIOT,2,3,6.72,84,Photography Club,Professor,Yes,
ME,1,1,8.43,83,NCC,Professor,Yes,EWS
IIOT,4,7,7.1,65,NSS,Data Scientist,No,EWS
AE,1,1,8.84,88,Photography Club,AI Engineer,No,EWS
CT,1,1,7.15,66,Sports Club,AI Engineer,No,Merit
IT,1,1,8.63,76,Coding Club,Professor,No,OBC
ETC,4,7,5.86,72,NCC,Software Engineer,Yes,
CS,3,5,9.48,75,Sports Club,Professor,No,SC
RE,2,4,8.45,92,Photography Club,Robotics Engineer,No,OBC
CE,2,3,8.55,89,Coding Club,Entrepreneur,Yes,
ETC,3,6,7.66,70,Sports Club,AI Engineer,No,ST
RE,3,5,5.84,87,Drama Club,Software Engineer,Yes,EWS
ETC,1,1,8.73,75,NSS,Entrepreneur,No,EWS
IT,3,5,8.87,65,Robotics Club,AI Engineer,Yes,EWS
AE,3,6,9.5,94,Robotics Club,AI Engineer,No,EWS
